Category,COST ACCOUNT,ITEM,U.O.M.,FOUN.,GF,FF,SF,TF,FOF,RF,BUDGET QTY,ENG. QTY
OFFICERS APPART.,S1.P1.OA.6.1.4,"Concrete Masonry Unit, 100 mm thick",?2,, 164.36 , 167.28 , -   , -   , -   , -   , 331.64 , 331.64 
OFFICERS APPART.,S1.P1.OA.6.2.1.1,"Type C, 1100 mm x 2150 mm",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.2.1.2,"Type G, 1400 mm x 2100 mm, with decorative vision panel",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.2.2.1,"Type D, 800 mm x 2150 mm, with louver",???,, 24.00 , 24.00 , -   , -   , -   , -   , 48.00 , 48.00 
OFFICERS APPART.,S1.P1.OA.6.2.2.2,"Type E, 1000 mm x 2150 mm",???,, 32.00 , 32.00 , -   , -   , -   , -   , 64.00 , 64.00 
OFFICERS APPART.,S1.P1.OA.6.2.2.3,"Type F, 900 mm x 2150 mm",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.2.3.1,"Type G, 1000 mm x 2150 mm",???,, -   , 1.00 , -   , -   , -   , -   , 1.00 , 1.00 
OFFICERS APPART.,S1.P1.OA.6.3.1.1,TA01 Framed Mirror,???,, 28.00 , 28.00 , -   , -   , -   , -   , 56.00 , 56.00 
OFFICERS APPART.,S1.P1.OA.6.3.1.2,"TA 20 Robe Hook, S/S",???,, 20.00 , 20.00 , -   , -   , -   , -   , 40.00 , 40.00 
OFFICERS APPART.,S1.P1.OA.6.3.1.3,"SH Soap Holder, S/S",???,, 12.00 , 12.00 , -   , -   , -   , -   , 24.00 , 24.00 
OFFICERS APPART.,S1.P1.OA.6.3.1.4,"ST Shower Tray, S/S",???,, -   , -   , -   , -   , -   , -   , -   , -   
OFFICERS APPART.,S1.P1.OA.6.3.1.5," TA 26, Shower Curtain & Rod",???,, 8.00 , 8.00 , -   , -   , -   , -   , 16.00 , 16.00 
OFFICERS APPART.,S1.P1.OA.6.3.1.6,"TB Towel Bar, S/S",???,, 12.00 , 12.00 , -   , -   , -   , -   , 24.00 , 24.00 
OFFICERS APPART.,S1.P1.OA.6.3.1.7," TA30  Toilet Paper Holder, S/S",???,, 20.00 , 20.00 , -   , -   , -   , -   , 40.00 , 40.00 
OFFICERS APPART.,S1.P1.OA.6.3.2.1,"Marble Top, size 1200 mm x 600 mm x 30 mm Thick",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.4.1,"TS-B, Unit Numbers",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.4.2,"TS-C, Floor Identification",???,, 1.00 , 1.00 , -   , -   , -   , -   , 2.00 , 2.00 
OFFICERS APPART.,S1.P1.OA.6.4.3,"TS-E, Exit",???,, -   , 1.00 , -   , -   , -   , -   , 1.00 , 1.00 
OFFICERS APPART.,S1.P1.OA.6.4.4,"PS-A, Stairs",???,, 1.00 , 1.00 , -   , -   , -   , -   , 2.00 , 2.00 
OFFICERS APPART.,S1.P1.OA.6.4.5,"PS-D, Floor Number Identification",???,, 1.00 , 1.00 , -   , -   , -   , -   , 2.00 , 2.00 
OFFICERS APPART.,S1.P1.OA.6.4.6,"PS-C, Fire Hose Cabinet",???,, 1.00 , 1.00 , -   , -   , -   , -   , 2.00 , 2.00 
OFFICERS APPART.,S1.P1.OA.6.4.7,"TS-D, Electrical Room",???,, 1.00 , 1.00 , -   , -   , -   , -   , 2.00 , 2.00 
OFFICERS APPART.,S1.P1.OA.6.5.1,"  BC2.15, Base Cabinet, 2150 mm long",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.5.2,"  BC 2.47, Base Cabinet, 2470 mm long",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.5.3,"  BC 3.73, Base Cabinet, 3730 mm long",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.5.4," OC 3.57  Overhead Cabinet, 3570 mm long",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.5.5," OC 4.18  Overhead Cabinet, 4180 mm long",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.5.7,"CL2  Closet, Built-In,L 2850 mm @ bedroom",???,, 12.00 , 12.00 , -   , -   , -   , -   , 24.00 , 24.00 
OFFICERS APPART.,S1.P1.OA.6.5.8,"CL3  Closet, Built-In,L 3800 mm @ bedroom",???,, 4.00 , 4.00 , -   , -   , -   , -   , 8.00 , 8.00 
OFFICERS APPART.,S1.P1.OA.6.5.9," CL 4  Closet, Built-In, L 1150 mm @ laundry",???,, 4.00 , -   , -   , -   , -   , -   , 4.00 , 4.00 
OFFICERS APPART.,S1.P1.OA.6.5.10," CL5  Closet, Built-In, L 1775 mm @ laundry",???,, 4.00 , -   , -   , -   , -   , -   , 4.00 , 4.00 
OFFICERS APPART.,S1.P1.OA.6.5.11," CL 6  Closet, Built-In, L 1150 mm @ laundry",???,, -   , 4.00 , -   , -   , -   , -   , 4.00 , 4.00 
OFFICERS APPART.,S1.P1.OA.6.5.12," CL7  Closet, Built-In, L 1775 mm @ laundry",???,, -   , 4.00 , -   , -   , -   , -   , 4.00 , 4.00 
OFFICERS APPART.,S1.P1.OA.7.1.2.1.1,Portland Cement Plaster on concrete and masonry surfaces,?2,, 35.07 , 48.39 , -   , -   , -   , 54.66 , 138.12 , 138.12 
OFFICERS APPART.,S1.P1.OA.7.1.2.1.2,"Painting on cement plaster surfaces, latex aggregate paint",?2,, 32.47 , 45.73 , -   , -   , -   , 54.45 , 132.66 , 132.66 
OFFICERS APPART.,S1.P1.OA.7.1.2.2.1,Granite Tile,?2,, 0.94 , 2.22 , -   , -   , -   , 1.11 , 4.26 , 4.26 
OFFICERS APPART.,S1.P1.OA.7.1.2.2.2,"Granite Stair Landing, 30 mm thick",?2,, 4.13 , 4.13 , -   , -   , -   , -   , 8.27 , 8.27 
OFFICERS APPART.,S1.P1.OA.7.1.2.2.3,"Granite Tread, with 25 mm thick wide rough surfaced anti-slip strip 340 mm x 1450 mm x 30 mm thick",???,, 21.00 , 20.00 , -   , -   , -   , 2.00 , 43.00 , 43.00 
OFFICERS APPART.,S1.P1.OA.7.1.2.2.4,"Granite Riser, 105 mm x 1450 mm x 20 mm thick",???,, 21.00 , 20.00 , -   , -   , -   , 2.00 , 43.00 , 43.00 
OFFICERS APPART.,S1.P1.OA.7.1.2.2.5,"Granite Base, 100 mm high",? ?,, 26.02 , 26.56 , -   , -   , -   , 2.10 , 54.69 , 54.69 
OFFICERS APPART.,S1.P1.OA.7.1.2.3.1,"Painting on fairface concrete surfaces, latex paint",?2,, 5.84 , 17.77 , -   , -   , -   , 24.11 , 47.72 , 47.72 
OFFICERS APPART.,S1.P1.OA.7.1.3.1,Stainless Steel  Pipe Handrailing 50 mm dia. painted  900 mm high complete with all fixing & support,? ?,, 8.19 , 7.06 , -   , -   , -   , 5.78 , 21.03 , 21.03 
OFFICERS APPART.,S1.P1.OA.7.1.3.2,Stainless Steel  Pipe Wall Handrailing 50 mm dia. painted complete with all fixing accessories,? ?,, 13.68 , 12.95 , -   , -   , -   , -   , 26.63 , 26.63 
OFFICERS APPART.,S1.P1.OA.8.1.1,Portland Cement Plaster on concrete and masonry surfaces,?2,," 3,235.51 "," 3,235.51 ", -   , -   , -   , -   ," 6,471.02 "," 6,471.02 "
OFFICERS APPART.,S1.P1.OA.8.1.2,"Painting on cement plaster surfaces, latex aggregate paint",?2,," 2,436.81 "," 2,436.81 ", -   , -   , -   , -   ," 4,873.62 "," 4,873.62 "
OFFICERS APPART.,S1.P1.OA. 8.1.3,"Ceramic Tile, Glazed, including mortar bed",?2,, 483.74 , 483.74 , -   , -   , -   , -   , 967.47 , 967.47 
OFFICERS APPART.,S1.P1.OA.8.1.4,Granite Tile,?2,, 103.38 , 103.38 , -   , -   , -   , -   , 206.76 , 206.76 
OFFICERS APPART.,S1.P1.OA.8.2.1,"Floor Hardener on exposed concrete, epoxy painted",?2,, 7.37 , 7.37 , -   , -   , -   , -   , 14.73 , 14.73 
OFFICERS APPART.,S1.P1.OA.8.2.2,Terrazzo Tile,?2,, 318.92 , 318.92 , -   , -   , -   , -   , 637.85 , 637.85 
OFFICERS APPART.,S1.P1.OA.8.2.3,"Ceramic Tile, Unglazed  ",?2,, 53.94 , 53.94 , -   , -   , -   , 10.36 , 118.24 , 118.24 
OFFICERS APPART.,S1.P1.OA.8.2.4,Porcelain Tile,?2,, 424.22 , 424.22 , -   , -   , -   , -   , 848.43 , 848.43 
OFFICERS APPART.,S1.P1.OA.8.2.5,Carpet on screed,?2,, 303.45 , 303.45 , -   , -   , -   , -   , 606.90 , 606.90 
OFFICERS APPART.,S1.P1.OA.8.2.6,Granite Tile,?2,, 57.01 , 57.01 , -   , -   , -   , -   , 114.02 , 114.02 
OFFICERS APPART.,S1.P1.OA.8.2.7,"Ceramic Tile, unglazed, including built-up bituminous waterproofing ",?2,, 123.14 , 123.14 , -   , -   , -   , -   , 246.27 , 246.27 
OFFICERS APPART.,S1.P1.OA.8.2.8,"Granite Tiles, including built-up bituminous waterproofing ",?2,, 9.40 , 9.40 , -   , -   , -   , -   , 18.81 , 18.81 
OFFICERS APPART.,S1.P1.OA.8.2.9,"Porcelain Base, 100 mm high",? ?,, 287.04 , 287.04 , -   , -   , -   , -   , 574.08 , 574.08 
OFFICERS APPART.,S1.P1.OA.8.2.10,"Granite Base, 100 mm high",? ?,, 90.17 , 90.17 , -   , -   , -   , -   , 180.34 , 180.34 
OFFICERS APPART.,S1.P1.OA.8.2.11,"Wood Base, 100 mm high",? ?,, 300.61 , 300.61 , -   , -   , -   , -   , 601.22 , 601.22 
OFFICERS APPART.,S1.P1.OA.8.3.1,"Aluminum Pan Exposed Tee, 600 mm x 600 mm",?2,, 56.73 , 56.73 , -   , -   , -   , -   , 113.46 , 113.46 
OFFICERS APPART.,S1.P1.OA.8.3.2,Gypsum Cornices w/ paint finish,? ?,, 755.41 , 755.41 , -   , -   , -   , -   ," 1,510.83 "," 1,510.83 "
OFFICERS APPART.,S1.P1.OA.8.3.3,"Gypsumboard Tile, moisture resistant",?2,, 91.92 , 91.92 , -   , -   , -   , -   , 183.84 , 183.84 
OFFICERS APPART.,S1.P1.OA.8.3.4,"Painting on fairface concrete surfaces, latex paint",?2,, 833.24 , 833.24 , -   , -   , -   , -   ," 1,666.47 "," 1,666.47 "
OFFICERS APPART.,S1.P1.OA.NEW,STEEL GRATING IN PARAPET OPENINGS,???,, -   , -   , -   , -   , -   , 41.00 , 41.00 , 41.00 
FRIDAY MOSQUE,,ENG/ AREF QS,,,,,,,,, -   ,
FRIDAY MOSQUE,S1.P6.MOSQ.1.11.1,"Interlocking Concrete Pavers, 60 mm thick, including 50 mm sand setting bed, 100 mm aggregate base course, and precast concrete curbstone as per Dwg 1-XG-C-43",?2,," 4,235.00 ",,,,,," 4,235.00 "," 4,235.00 "
FRIDAY MOSQUE,S1.P6.MOSQ.4.1.1," Cavity Wall, 300 mm, consists of 100 mm and 150 mm thick concrete masonry units, and 50 mm thick rigid insulation.",?2,, 811.92 ,,,,,, 811.92 , 811.92 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.1.1,Portland Cement Plaster on concrete and masonry surfaces with 20 mm groove,?2,," 1,419.32 ",,,,,," 1,419.32 "," 1,419.32 "
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.1.2,"Painting on cement plaster surfaces, latex aggregate paint",?2,," 1,467.15 ",,,,,," 1,467.15 "," 1,467.15 "
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.1,Floor Hardener on exposed concrete,?2,, 19.50 ,,,,,, 19.50 , 19.50 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.2,Terrazzo Tile,?2,, 587.92 ,,,,,, 587.92 , 587.92 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.3,Marble Tile,?2,, 293.30 ,,,,,, 293.30 , 293.30 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.4,"Terrazzo Tread, 300 mm width",? ?,, 32.00 ,,,,,, 32.00 , 32.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.5,"Terrazzo  Riser, 150 mm height",? ?,, 32.00 ,,,,,, 32.00 , 32.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.6,"Marble Tread, 340 mm width",? ?,, 59.20 ,,,,,, 59.20 , 59.20 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.7,"Marble Riser, 150 mm high",? ?,, 59.20 ,,,,,, 59.20 , 59.20 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.2.8,Marble Base ,? ?,, 2.30 ,,,,,, 2.30 , 2.30 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.3.1,"Gypsum Tile, moisture resistant, 600 mm x 600 mm",?2,, 287.54 ,,,,,, 287.54 , 287.54 
FRIDAY MOSQUE,S1.P6.MOSQ.4.2.3.2,"Painting on fairface concrete surfaces, latex paint",?2,, 26.62 ,,,,,, 26.62 , 26.62 
FRIDAY MOSQUE,S1.P6.MOSQ.4.3.1.1,"Type A,  Size 1000 mm x 3000 mm",???,, 30.00 ,,,,,, 30.00 , 30.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.3.1.2,"Type B,  Size 600 mm x 500 mm",???,, 13.00 ,,,,,, 13.00 , 13.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.3.1.3,"Type C,  Size 1200 mm x 1200 mm",???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.4.1.1,"Type A,  size 2400 mm x 2600 mm, with transom",???,, 5.00 ,,,,,, 5.00 , 5.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.4.2.1,"Type C, size 1000 mm x 2200 mm ",???,, 4.00 ,,,,,, 4.00 , 4.00 
FRIDAY MOSQUE,S1.P6.MOSQ. 4.4.2.2,"Type D, size 1000 mm x 2200 mm, with louver",???,, 3.00 ,,,,,, 3.00 , 3.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.4.2.3,"Type E, size 2400 mm x 2200 mm ",???,, 2.00 ,,,,,, 2.00 , 2.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.4.3.1,"Type F, size 2000 mm x 2200 mm ",???,, 2.00 ,,,,,, 2.00 , 2.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.4.3.2,"Type G, size 2450 mm x 1850 mm ",???,, 11.00 ,,,,,, 11.00 , 11.00 
FRIDAY MOSQUE,S1.P6.MOSQ. 4.5.1,"  PCC Surround for Type ""A"" Window",???,, 30.00 ,,,,,, 30.00 , 30.00 
FRIDAY MOSQUE,S1.P6.MOSQ. 4.5.2,"  PCC Surround for Type ""B"" Window",???,, 13.00 ,,,,,, 13.00 , 13.00 
FRIDAY MOSQUE,S1.P6.MOSQ. 4.5.3,"  PCC Surround for Type ""C"" Window",???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P6.MOSQ.4.6.1,Crescent,???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P6.MOSQ. 4.6.2,"Stainless Steel Pipe Handrailing 50 mm diameter, with all fixing & support",? ?,, 26.00 ,,,,,, 26.00 , 26.00 
FRIDAY MOSQUE,S1.P6.MOSQ. 4.6.3,40 mm dia. Steel Ladder with Handrail Support,? ?,, 4.74 ,,,,,, 4.74 , 4.74 
FRIDAY MOSQUE,S1.P6.MOSQ.4.7.1,Building Signage,???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P6.MOSQ.5.1,Protected Membrane Roofing System on concrete slab,?2,," 3,153.78 ",,,,,," 3,153.78 "," 3,153.78 "
FRIDAY MOSQUE,S1.P6.MOSQ.5.2,Portland Cement Plaster on concrete and masonry surfaces,?2,, 15.00 ,,,,,, 15.00 , 15.00 
FRIDAY MOSQUE,S1.P6.MOSQ.5.3,"Painting on cement plaster surfaces, latex aggregate paint",?2,, 15.00 ,,,,,, 15.00 , 15.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.1.1," Cavity Wall, 300 mm, consists of 100 mm and 150 mm thick concrete masonry units, and 50 mm thick rigid insulation.",?2,, 367.52 ,,,,,, 367.52 , 367.52 
FRIDAY MOSQUE,S1.P6.MOSQ.6.1.2,"Concrete Masonry Unit, 200 mm thick",?2,, 117.76 ,,,,,, 117.76 , 117.76 
FRIDAY MOSQUE,S1.P6.MOSQ.6.1.3,"Concrete Masonry Unit, 150 mm thick",?2,, 6.37 ,,,,,, 6.37 , 6.37 
FRIDAY MOSQUE,S1.P6.MOSQ.6.1.4,"Concrete Masonry Unit, 100 mm thick",?2,, 116.98 ,,,,,, 116.98 , 116.98 
FRIDAY MOSQUE,S1.P6.MOSQ. 6.2.1.1,"Type B, size 800 mm x 1900 mm, with 50 mm undercut",???,, 20.00 ,,,,,, 20.00 , 20.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.1.1," TA5,  Mirror, size 400 mm x 600 mm",???,, 18.00 ,,,,,, 18.00 , 18.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.1.2,"TA10   Soap Dish, Stainless Steel ",???,, 18.00 ,,,,,, 18.00 , 18.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.1.3," TA20,  Robe Hook, Stainless Steel",???,, 20.00 ,,,,,, 20.00 , 20.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.1.4," TA30,  Toilet Paper Holder, Stainless Steel",???,, 20.00 ,,,,,, 20.00 , 20.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.1.5," TA40,  Paper Towel Dispenser, Stainless Steel",???,, 4.00 ,,,,,, 4.00 , 4.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.2.1," Wooden Railing @ Minbar, 800 mm height x 2300 mm long",???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.3.1,Decorative GFRC Panel,?2,, 6.60 ,,,,,, 6.60 , 6.60 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.4.1,Steel Ladder with Handrail Support (40 mm dia x 12650 mm long),???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P6.MOSQ.6.3.4.2,"Galvanized Steel Grating, size 300 mm width",? ?,, 32.39 ,,,,,, 32.39 , 32.39 
FRIDAY MOSQUE,S1.P6.MOSQ.8.1.1,Portland Cement Plaster on concrete and masonry surfaces,?2,," 2,579.46 ",,,,,," 2,579.46 "," 2,579.46 "
FRIDAY MOSQUE,S1.P6.MOSQ.8.1.2,"Painting on cement plaster surfaces, latex paint",?2,," 2,099.80 ",,,,,," 2,099.80 "," 2,099.80 "
FRIDAY MOSQUE,S1.P6.MOSQ. 8.1.3,"Ceramic Tile, Glazed, including mortar bed",?2,, 168.00 ,,,,,, 168.00 , 168.00 
FRIDAY MOSQUE,S1.P6.MOSQ.8.2.1,Floor Hardener on exposed concrete,?2,, 19.30 ,,,,,, 19.30 , 19.30 
FRIDAY MOSQUE,S1.P6.MOSQ.8.2.2,"Ceramic Tile, Unglazed",?2,, 508.00 ,,,,,, 508.00 , 508.00 
FRIDAY MOSQUE,S1.P6.MOSQ.8.2.3,Carpet on screed,?2,," 2,449.54 ",,,,,," 2,449.54 "," 2,449.54 "
FRIDAY MOSQUE,S1.P6.MOSQ.8.2.4,"Marble Tile, size 400 mm x 400 mm (on top of conc. seater @ ablution area )",???,, 28.00 ,,,,,, 28.00 , 28.00 
FRIDAY MOSQUE,S1.P6.MOSQ.8.2.5,"Vinyl Base, 100 mm high",? ?,, 217.03 ,,,,,, 217.03 , 217.03 
FRIDAY MOSQUE,S1.P6.MOSQ.8.3.1,"Acoustic Tile, exposed tee",?2,," 2,448.12 ",,,,,," 2,448.12 "," 2,448.12 "
FRIDAY MOSQUE,S1.P6.MOSQ.8.3.2,"Gypsum Tile, moisture resistant, 600 mm x 600 mm",?2,, 190.30 ,,,,,, 190.30 , 190.30 
FRIDAY MOSQUE,S1.P6.MOSQ.8.3.3,"Painting on fairface concrete surfaces, latex paint",?2,, 25.00 ,,,,,, 25.00 , 25.00 
FRIDAY MOSQUE,PART1 SITE WORK,SITE QS,,,,,,,,, -   ,
FRIDAY MOSQUE,S1.P1.SW.18.3.4,Sand Finished @ Playground area,?2,," 10,100.00 ",,,,,," 10,100.00 "," 10,100.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.1.1,"Aggregate Base Course, 200 mm thick
",?2,," 75,179.00 ",,,,,," 75,179.00 "," 75,179.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.1.2,"Aggregate Base Course, 150 mm thick
",?2,," 3,107.00 ",,,,,," 3,107.00 "," 3,107.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.2.1,"Bituminous Wearing Course, 60 mm thick
",?2,," 69,624.00 ",,,,,," 69,624.00 "," 69,624.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.2.2,"Bituminous Wearing Course, 50 mm thick
",?2,," 3,107.00 ",,,,,," 3,107.00 "," 3,107.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.2.3,Interface to Existing Pavement,? ?,,,,,,,, -   , -   
FRIDAY MOSQUE,S1.P1.SW.19.1.3.1,"Edge Line Marking, solid yellow, 100 mm wide",? ?,," 27,905.00 ",,,,,," 27,905.00 "," 27,905.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.3.2,"Center Line Marking, 110 mm wide x 3.00 m. long",? ?,," 12,320.00 ",,,,,," 12,320.00 "," 12,320.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.3.3,"Parking Line Marking, solid white, 100 mm wide",? ?,," 1,955.00 ",,,,,," 1,955.00 "," 1,955.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.4.1,Stop Sign,???,, 14.00 ,,,,,, 14.00 , 14.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.2,Yield Sign,???,, 6.00 ,,,,,, 6.00 , 6.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.3,Speed 30,???,, 3.00 ,,,,,, 3.00 , 3.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.4,Parking,???,, 2.00 ,,,,,, 2.00 , 2.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.5,Parking Sign w/ Left Arrow Direction ,???,, 1.00 ,,,,,, 1.00 , 1.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.6,Roundabout ,???,, 6.00 ,,,,,, 6.00 , 6.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.7,Thru and Right Turn Arrow,???,, 8.00 ,,,,,, 8.00 , 8.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.8,Thru and Left Turn Arrow,???,, 4.00 ,,,,,, 4.00 , 4.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.9,Intersection Sign ,???,, 8.00 ,,,,,, 8.00 , 8.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.10,Left Turn Arrow,???,, 2.00 ,,,,,, 2.00 , 2.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.11,Right Turn Arrow,???,, 2.00 ,,,,,, 2.00 , 2.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.4.12,Left and Right Turn Arrow ,???,, 6.00 ,,,,,, 6.00 , 6.00 
FRIDAY MOSQUE,S1.P1.SW.19.1.5.1,"Precast Concrete Curbstone, 150 mm x 300 mm, chamfered edge",? ?,," 6,000.00 ",,,,,," 6,000.00 "," 6,000.00 "
FRIDAY MOSQUE,S1.P1.SW.19.1.5.2,"Precast Concrete Wheel Stopper, 1800 mm long, painted",???,, 290.00 ,,,,,, 290.00 , 290.00 
FRIDAY MOSQUE,S1.P1.SW.19.2.1.1,"Interlocking Concrete Pavers, 60 mm thick, including 50 mm sand setting bed, 100 mm aggregate base course, and precast concrete curbstone as per Dwg 1-XG-C-43",?2,," 11,530.00 ",,,,,," 11,530.00 "," 11,530.00 "
FRIDAY MOSQUE,S1.P1.SW.19.3.1,"Chain Link Fence, 2490 mm high, galvanized, including three-line of barbed wire atop",? ?,," 5,866.00 ",,,,,," 5,866.00 "," 5,866.00 "
FRIDAY MOSQUE,S1.P1.SW.19.4.1.7.1,External Waterproofing Membrane,?2,," 11,540.40 ",,,,,," 11,540.40 "," 11,540.40 "
FRIDAY MOSQUE,S1.P1.SW. 19.4.1.7.2,Pre-moulded PVC liner on interior surface of the tank,?2,," 11,039.70 ",,,,,," 11,039.70 "," 11,039.70 "
FRIDAY MOSQUE,S1.P1.SW. 19.4.1.7.3,Internal Waterproof Coating,?2,, 755.00 ,,,,,, 755.00 , 755.00 
FRIDAY MOSQUE,S1.P1.SW.19.4.1.8.4,"Ladder, stainless steel, 5950 mm high",???,, 6.00 ,,,,,, 6.00 , 6.00 
FRIDAY MOSQUE,S1.P1.SW.19.4.1.8.5,"25mm Diameter x 500mm width, Stainless Ladder Rung",???,, 6.00 ,,,,,, 6.00 , 6.00 
FRIDAY MOSQUE,S1.1.SW.19.4.1.10.1,"Interlocking Concrete Pavers, 60 mm thick, including 50 mm sand setting bed, 100 mm aggregate base course, and precast concrete curbstone as per Dwg 1-XG-C-43",?2,, 71.52 ,,,,,, 71.52 , 71.52 
PART1 MOSQ,,ENG/AREF,,,,,,,,, -   ,
PART1 MOSQ,S1.P1.MOSQ.1.10.01,"interlocking concrete pavers ,60mm thick including 50 mm sand setting bed, 100 mmaggregate base course, and precast concrete curbstone as per dwg 1-XG-C-13 ",?2,, 964.35 ,,,,,, 964.35 , 964.35 
PART1 MOSQ,S1.P1.MOSQ.4.1.1," Cavity Wall, 300 mm, consists of 100 mm and 150 mm thick concrete masonry units, and 50 mm thick rigid insulation.",?2,, 231.56 ,,,,,, 231.56 , 231.56 
PART1 MOSQ,S1.P1.MOSQ.4.1.2,"Concrete Masonry Unit, 200 mm Thick",?2,, 78.36 ,,,,,, 78.36 , 78.36 
PART1 MOSQ,S1.P1.MOSQ.4.2.1.1,Portland Cement Plaster on concrete and masonry surfaces with 10 mm groove,?2,, 563.70 ,,,,,, 563.70 , 563.70 
PART1 MOSQ,S1.P1.MOSQ.4.2.1.2,"Painting on cement plaster surfaces, latex aggregate paint",?2,, 563.70 ,,,,,, 563.70 , 563.70 
PART1 MOSQ,S1.P1.MOSQ.4.2.1.3,"Painting on fairface concrete surfaces, latex aggregate paint",?2,, 19.37 ,,,,,, 19.37 , 19.37 
PART1 MOSQ,S1.P1.MOSQ.4.2.2.1,Marble Tile,?2,, 60.17 ,,,,,, 60.17 , 60.17 
PART1 MOSQ,S1.P1.MOSQ.4.2.2.2,Floor Hardener ,?2,, 18.50 ,,,,,, 18.50 , 18.50 
PART1 MOSQ,S1.P1.MOSQ.4.2.2.3, Concrete Tile,?2,, 67.20 ,,,,,, 67.20 , 67.20 
PART1 MOSQ,S1.P1.MOSQ.4.2.2.4,"Marble Base, 100 mm high",? ?,, 31.34 ,,,,,, 31.34 , 31.34 
PART1 MOSQ,S1.P1.MOSQ.4.2.2.5,"Marble Tread, 300 mm width",? ?,, 34.50 ,,,,,, 34.50 , 34.50 
